Protein.Group,AccessionID,AreaAvg,AreaSD,AreaRSD,missingAreaCount,method,mass
A0A2U9PH96;A0A8B4QL35;A0QNM9;I7G2G8,A0QNM9,120816.666666667,1677.70120502232,1.38863391228223,0,DIA,29273
A0A2U9PH96;A0A8B4QL35;A0QNM9;I7G2G8,I7G2G8,120816.666666667,1677.70120502232,1.38863391228223,0,DIA,50938
A0A2U9PH98;A0A653FPT8;A0QNL7;I7G2G2,A0A2U9PH98,18405.2666666667,385.539833653195,2.09472560564111,0,DIA,23579
A0A2U9PH98;A0A653FPT8;A0QNL7;I7G2G2,A0A653FPT8,18405.2666666667,385.539833653195,2.09472560564111,0,DIA,25126
A0A2U9PH98;A0A653FPT8;A0QNL7;I7G2G2,A0QNL7,18405.2666666667,385.539833653195,2.09472560564111,0,DIA,40840
A0A2U9PH98;A0A653FPT8;A0QNL7;I7G2G2,I7G2G2,18405.2666666667,385.539833653195,2.09472560564111,0,DIA,40886
A0A2U9PHA0;A0A653FPK1;A0A8B4QL17;A0QNP4;I7G2H8,A0A2U9PHA0,23807.9333333333,4275.7258568965,17.9592482767502,0,DIA,50343
A0A2U9PHA0;A0A653FPK1;A0A8B4QL17;A0QNP4;I7G2H8,A0A653FPK1,23807.9333333333,4275.7258568965,17.9592482767502,0,DIA,50343
A0A2U9PHA0;A0A653FPK1;A0A8B4QL17;A0QNP4;I7G2H8,A0A8B4QL17,23807.9333333333,4275.7258568965,17.9592482767502,0,DIA,40886
A0A2U9PHA0;A0A653FPK1;A0A8B4QL17;A0QNP4;I7G2H8,A0QNP4,23807.9333333333,4275.7258568965,17.9592482767502,0,DIA,50343
A0A2U9PHA0;A0A653FPK1;A0A8B4QL17;A0QNP4;I7G2H8,I7G2H8,23807.9333333333,4275.7258568965,17.9592482767502,0,DIA,40886
A0A2U9PHA1;A0A653FP00;A0QNP6;I7G185,A0A2U9PHA1,41171.2333333333,6308.85009041532,15.323442072617,0,DIA,32879
A0A2U9PHA1;A0A653FP00;A0QNP6;I7G185,A0A653FP00,41171.2333333333,6308.85009041532,15.323442072617,0,DIA,50343
A0A2U9PHA1;A0A653FP00;A0QNP6;I7G185,A0QNP6,41171.2333333333,6308.85009041532,15.323442072617,0,DIA,21548
A0A2U9PHA1;A0A653FP00;A0QNP6;I7G185,I7G185,41171.2333333333,6308.85009041532,15.323442072617,0,DIA,18685
A0A2U9PHA2;A0A8B4QK46;A0QNP2;I7FVK4,A0A2U9PHA2,17080.8333333333,750.942103849114,4.39640203258495,0,DIA,32036
A0A2U9PHA2;A0A8B4QK46;A0QNP2;I7FVK4,A0A8B4QK46,17080.8333333333,750.942103849114,4.39640203258495,0,DIA,21548
A0A2U9PHA2;A0A8B4QK46;A0QNP2;I7FVK4,A0QNP2,17080.8333333333,750.942103849114,4.39640203258495,0,DIA,18685
A0A2U9PHA2;A0A8B4QK46;A0QNP2;I7FVK4,I7FVK4,17080.8333333333,750.942103849114,4.39640203258495,0,DIA,21548
A0A2U9PHA4;A0A8B4QK90;A0QNN6;I7G180,A0A2U9PHA4,123449.666666667,2344.84164355151,1.89943132846437,0,DIA,21548
A0A2U9PHA4;A0A8B4QK90;A0QNN6;I7G180,A0A8B4QK90,123449.666666667,2344.84164355151,1.89943132846437,0,DIA,31818
A0A2U9PHA4;A0A8B4QK90;A0QNN6;I7G180,A0QNN6,123449.666666667,2344.84164355151,1.89943132846437,0,DIA,31897
A0A2U9PHA4;A0A8B4QK90;A0QNN6;I7G180,I7G180,123449.666666667,2344.84164355151,1.89943132846437,0,DIA,32036
A0A2U9PHA6;A0A653FNW9;A0QNN9;I7G2H4,A0A2U9PHA6,21347.2666666667,2526.08752289649,11.8333066351812,0,DIA,30786
A0A2U9PHA6;A0A653FNW9;A0QNN9;I7G2H4,A0A653FNW9,21347.2666666667,2526.08752289649,11.8333066351812,0,DIA,32036
A0A2U9PHA6;A0A653FNW9;A0QNN9;I7G2H4,A0QNN9,21347.2666666667,2526.08752289649,11.8333066351812,0,DIA,18685
A0A2U9PHA6;A0A653FNW9;A0QNN9;I7G2H4,I7G2H4,21347.2666666667,2526.08752289649,11.8333066351812,0,DIA,18685
A0A2U9PHA9;A0A8B4QKR5;A0QNN2;I7FVJ5,A0A2U9PHA9,18713.8666666667,473.310599219301,2.52919723993955,0,DIA,12600
A0A2U9PHA9;A0A8B4QKR5;A0QNN2;I7FVJ5,A0A8B4QKR5,18713.8666666667,473.310599219301,2.52919723993955,0,DIA,12600
A0A2U9PHA9;A0A8B4QKR5;A0QNN2;I7FVJ5,A0QNN2,18713.8666666667,473.310599219301,2.52919723993955,0,DIA,30786
A0A2U9PHA9;A0A8B4QKR5;A0QNN2;I7FVJ5,I7FVJ5,18713.8666666667,473.310599219301,2.52919723993955,0,DIA,36010
A0A2U9PHB0;A0A8B4QKD4;A0QNQ7;I7FVL6,A0A2U9PHB0,110212.333333333,3443.7686236641,3.12466719423183,0,DIA,32001
A0A2U9PHB0;A0A8B4QKD4;A0QNQ7;I7FVL6,A0A8B4QKD4,110212.333333333,3443.7686236641,3.12466719423183,0,DIA,24581
A0A2U9PHB0;A0A8B4QKD4;A0QNQ7;I7FVL6,A0QNQ7,110212.333333333,3443.7686236641,3.12466719423183,0,DIA,37432
A0A2U9PHB0;A0A8B4QKD4;A0QNQ7;I7FVL6,I7FVL6,110212.333333333,3443.7686236641,3.12466719423183,0,DIA,16962
A0A2U9PHB1;A0A8B4QL05;A0QNQ5;I7F4P5,A0A2U9PHB1,192207.666666667,2035.2799152287,1.05889632319316,0,DIA,31955
A0A2U9PHB1;A0A8B4QL05;A0QNQ5;I7F4P5,A0A8B4QL05,192207.666666667,2035.2799152287,1.05889632319316,0,DIA,26312
A0A2U9PHB1;A0A8B4QL05;A0QNQ5;I7F4P5,A0QNQ5,192207.666666667,2035.2799152287,1.05889632319316,0,DIA,24760
A0A2U9PHB1;A0A8B4QL05;A0QNQ5;I7F4P5,I7F4P5,192207.666666667,2035.2799152287,1.05889632319316,0,DIA,26312
A0A2U9PHB2;A0A8B4QK36;A0QNQ3;I7FCI4,A0A2U9PHB2,2654.73666666667,906.552107401077,34.148475771021,0,DIA,37432
A0A2U9PHB2;A0A8B4QK36;A0QNQ3;I7FCI4,A0A8B4QK36,2654.73666666667,906.552107401077,34.148475771021,0,DIA,58013
A0A2U9PHB2;A0A8B4QK36;A0QNQ3;I7FCI4,A0QNQ3,2654.73666666667,906.552107401077,34.148475771021,0,DIA,37358
A0A2U9PHB2;A0A8B4QK36;A0QNQ3;I7FCI4,I7FCI4,2654.73666666667,906.552107401077,34.148475771021,0,DIA,24760
A0A2U9PHB4;A0A8B4QK81;A0QNP8;I7FCH9,A0A2U9PHB4,64689.4333333333,831.454252098898,1.28530149246255,0,DIA,34630
A0A2U9PHB4;A0A8B4QK81;A0QNP8;I7FCH9,A0A8B4QK81,64689.4333333333,831.454252098898,1.28530149246255,0,DIA,40481
A0A2U9PHB4;A0A8B4QK81;A0QNP8;I7FCH9,A0QNP8,64689.4333333333,831.454252098898,1.28530149246255,0,DIA,36047
A0A2U9PHB4;A0A8B4QK81;A0QNP8;I7FCH9,I7FCH9,64689.4333333333,831.454252098898,1.28530149246255,0,DIA,24835
A0A2U9PHB6;A0A653FPC5;A0QNL4;I7G169,A0A2U9PHB6,94025.4333333333,2604.88112076796,2.77040054847,0,DIA,37432
A0A2U9PHB6;A0A653FPC5;A0QNL4;I7G169,A0A653FPC5,94025.4333333333,2604.88112076796,2.77040054847,0,DIA,32001
A0A2U9PHB6;A0A653FPC5;A0QNL4;I7G169,A0QNL4,94025.4333333333,2604.88112076796,2.77040054847,0,DIA,30786
A0A2U9PHB6;A0A653FPC5;A0QNL4;I7G169,I7G169,94025.4333333333,2604.88112076796,2.77040054847,0,DIA,24835
A0A2U9PHB7;A0A653FPS8;A0A8B4QK51;A0QNN7;I7FVJ9,A0A2U9PHB7,121758.333333333,2627.88362248661,2.15827824720001,0,DIA,30786
A0A2U9PHB7;A0A653FPS8;A0A8B4QK51;A0QNN7;I7FVJ9,A0A653FPS8,121758.333333333,2627.88362248661,2.15827824720001,0,DIA,36047
A0A2U9PHB7;A0A653FPS8;A0A8B4QK51;A0QNN7;I7FVJ9,A0A8B4QK51,121758.333333333,2627.88362248661,2.15827824720001,0,DIA,31897
A0A2U9PHB7;A0A653FPS8;A0A8B4QK51;A0QNN7;I7FVJ9,A0QNN7,121758.333333333,2627.88362248661,2.15827824720001,0,DIA,32001
A0A2U9PHB7;A0A653FPS8;A0A8B4QK51;A0QNN7;I7FVJ9,I7FVJ9,121758.333333333,2627.88362248661,2.15827824720001,0,DIA,35982
A0A2U9PHC0;A0A653FPJ2;A0QNR5;I7F4Q7,A0A2U9PHC0,9562.89333333333,1187.37857506919,12.4165201229459,0,DIA,16610
A0A2U9PHC0;A0A653FPJ2;A0QNR5;I7F4Q7,A0A653FPJ2,9562.89333333333,1187.37857506919,12.4165201229459,0,DIA,26312
A0A2U9PHC0;A0A653FPJ2;A0QNR5;I7F4Q7,A0QNR5,9562.89333333333,1187.37857506919,12.4165201229459,0,DIA,24835
A0A2U9PHC0;A0A653FPJ2;A0QNR5;I7F4Q7,I7F4Q7,9562.89333333333,1187.37857506919,12.4165201229459,0,DIA,37210
A0A2U9PHC2;A0A8B4QK25;A0QNR3;I7FCJ0,A0A2U9PHC2,7679.66,960.535999741811,12.5075328822085,0,DIA,16343
A0A2U9PHC2;A0A8B4QK25;A0QNR3;I7FCJ0,A0A8B4QK25,7679.66,960.535999741811,12.5075328822085,0,DIA,26326
A0A2U9PHC2;A0A8B4QK25;A0QNR3;I7FCJ0,A0QNR3,7679.66,960.535999741811,12.5075328822085,0,DIA,16580
A0A2U9PHC2;A0A8B4QK25;A0QNR3;I7FCJ0,I7FCJ0,7679.66,960.535999741811,12.5075328822085,0,DIA,16930
A0A2U9PHC5;A0A653FNV3;A0QNQ4;I7G2I5,A0A2U9PHC5,49700.7666666667,6888.69923957588,13.8603480420675,0,DIA,24666
A0A2U9PHC5;A0A653FNV3;A0QNQ4;I7G2I5,A0A653FNV3,49700.7666666667,6888.69923957588,13.8603480420675,0,DIA,35982
A0A2U9PHC5;A0A653FNV3;A0QNQ4;I7G2I5,A0QNQ4,49700.7666666667,6888.69923957588,13.8603480420675,0,DIA,16343
A0A2U9PHC5;A0A653FNV3;A0QNQ4;I7G2I5,I7G2I5,49700.7666666667,6888.69923957588,13.8603480420675,0,DIA,36047
A0A2U9PHC7;A0A653FNX6;A0QNP9;I7G2I2,A0A2U9PHC7,30994.1666666667,679.804077167336,2.19332910117711,0,DIA,30006
A0A2U9PHC7;A0A653FNX6;A0QNP9;I7G2I2,A0A653FNX6,30994.1666666667,679.804077167336,2.19332910117711,0,DIA,32001
A0A2U9PHC7;A0A653FNX6;A0QNP9;I7G2I2,A0QNP9,30994.1666666667,679.804077167336,2.19332910117711,0,DIA,16930
A0A2U9PHC7;A0A653FNX6;A0QNP9;I7G2I2,I7G2I2,30994.1666666667,679.804077167336,2.19332910117711,0,DIA,38020
A0A2U9PHC8;A0A8B4QL03;A0QNR1;I7G194,A0A2U9PHC8,12797.1666666667,1308.16229242909,10.2222806540179,0,DIA,37637
A0A2U9PHC8;A0A8B4QL03;A0QNR1;I7G194,A0A8B4QL03,12797.1666666667,1308.16229242909,10.2222806540179,0,DIA,37300
A0A2U9PHC8;A0A8B4QL03;A0QNR1;I7G194,A0QNR1,12797.1666666667,1308.16229242909,10.2222806540179,0,DIA,24760
A0A2U9PHC8;A0A8B4QL03;A0QNR1;I7G194,I7G194,12797.1666666667,1308.16229242909,10.2222806540179,0,DIA,34746
A0A2U9PHD3;A0A653FPZ2;A0QNR8;I7FCJ5,A0A2U9PHD3,6276.48666666667,527.40725529076,8.4029056907223,0,DIA,31302
A0A2U9PHD3;A0A653FPZ2;A0QNR8;I7FCJ5,A0A653FPZ2,6276.48666666667,527.40725529076,8.4029056907223,0,DIA,16610
A0A2U9PHD3;A0A653FPZ2;A0QNR8;I7FCJ5,A0QNR8,6276.48666666667,527.40725529076,8.4029056907223,0,DIA,40481
A0A2U9PHD3;A0A653FPZ2;A0QNR8;I7FCJ5,I7FCJ5,6276.48666666667,527.40725529076,8.4029056907223,0,DIA,37358
A0A2U9PHD8;A0A653FNT6;A0QNS1;I7G1A0,A0A2U9PHD8,22354.6666666667,897.409100317874,4.01441503780511,0,DIA,40481
A0A2U9PHD8;A0A653FNT6;A0QNS1;I7G1A0,A0A653FNT6,22354.6666666667,897.409100317874,4.01441503780511,0,DIA,35982
A0A2U9PHD8;A0A653FNT6;A0QNS1;I7G1A0,A0QNS1,22354.6666666667,897.409100317874,4.01441503780511,0,DIA,31897
A0A2U9PHD8;A0A653FNT6;A0QNS1;I7G1A0,I7G1A0,22354.6666666667,897.409100317874,4.01441503780511,0,DIA,24666
A0A2U9PHE3;A0A8B4QK05;A0QNT3;I7FCK7,A0A2U9PHE3,24038.3333333333,1734.9152409652,7.21728589460666,0,DIA,16610
A0A2U9PHE3;A0A8B4QK05;A0QNT3;I7FCK7,A0A8B4QK05,24038.3333333333,1734.9152409652,7.21728589460666,0,DIA,58013
A0A2U9PHE3;A0A8B4QK05;A0QNT3;I7FCK7,A0QNT3,24038.3333333333,1734.9152409652,7.21728589460666,0,DIA,24666
A0A2U9PHE3;A0A8B4QK05;A0QNT3;I7FCK7,I7FCK7,24038.3333333333,1734.9152409652,7.21728589460666,0,DIA,15302
A0A2U9PHE5;A0A653FP22;A0QNP5;I7F4N6,A0A2U9PHE5,23361.3,960.721515320647,4.1124488590988,0,DIA,16343
A0A2U9PHE5;A0A653FP22;A0QNP5;I7F4N6,A0A653FP22,23361.3,960.721515320647,4.1124488590988,0,DIA,32879
A0A2U9PHE5;A0A653FP22;A0QNP5;I7F4N6,A0QNP5,23361.3,960.721515320647,4.1124488590988,0,DIA,40481
A0A2U9PHE5;A0A653FP22;A0QNP5;I7F4N6,I7F4N6,23361.3,960.721515320647,4.1124488590988,0,DIA,32879
A0A2U9PHE8;A0A8B4QKY2;A0QNT1;I7G1A6,A0A2U9PHE8,14433.6333333333,1078.74657512009,7.47383940139878,0,DIA,58040
A0A2U9PHE8;A0A8B4QKY2;A0QNT1;I7G1A6,A0A8B4QKY2,14433.6333333333,1078.74657512009,7.47383940139878,0,DIA,37210
A0A2U9PHE8;A0A8B4QKY2;A0QNT1;I7G1A6,A0QNT1,14433.6333333333,1078.74657512009,7.47383940139878,0,DIA,58013
A0A2U9PHE8;A0A8B4QKY2;A0QNT1;I7G1A6,I7G1A6,14433.6333333333,1078.74657512009,7.47383940139878,0,DIA,32879
A0A2U9PHE9,A0A2U9PHE9,21357.3333333333,3355.18889830861,15.709774464549,0,DIA,34630
A0A2U9PHF6;A0A8B4QK57;A0QNQ6;I7G191,A0A2U9PHF6,21641.5,1068.47298515217,4.93714846545837,0,DIA,37210
A0A2U9PHF6;A0A8B4QK57;A0QNQ6;I7G191,A0A8B4QK57,21641.5,1068.47298515217,4.93714846545837,0,DIA,24760
A0A2U9PHF6;A0A8B4QK57;A0QNQ6;I7G191,A0QNQ6,21641.5,1068.47298515217,4.93714846545837,0,DIA,37358
A0A2U9PHF6;A0A8B4QK57;A0QNQ6;I7G191,I7G191,21641.5,1068.47298515217,4.93714846545837,0,DIA,16033
A0A2U9PHF7;A0A8B4QKW1;A0QNV2;I7G1B8,A0A2U9PHF7,7023.82,1170.54591832187,16.6653746582611,0,DIA,13003
A0A2U9PHF7;A0A8B4QKW1;A0QNV2;I7G1B8,A0A8B4QKW1,7023.82,1170.54591832187,16.6653746582611,0,DIA,37432
A0A2U9PHF7;A0A8B4QKW1;A0QNV2;I7G1B8,A0QNV2,7023.82,1170.54591832187,16.6653746582611,0,DIA,24835
A0A2U9PHF7;A0A8B4QKW1;A0QNV2;I7G1B8,I7G1B8,7023.82,1170.54591832187,16.6653746582611,0,DIA,46101
A0A2U9PHG2;A0A8B4QKJ6;A0QNU4;I7G2L2,A0A2U9PHG2,29266.7333333333,1073.60155706544,3.66833409399559,0,DIA,46087
A0A2U9PHG2;A0A8B4QKJ6;A0QNU4;I7G2L2,A0A8B4QKJ6,29266.7333333333,1073.60155706544,3.66833409399559,0,DIA,46087
A0A2U9PHG2;A0A8B4QKJ6;A0QNU4;I7G2L2,A0QNU4,29266.7333333333,1073.60155706544,3.66833409399559,0,DIA,48705
A0A2U9PHG2;A0A8B4QKJ6;A0QNU4;I7G2L2,I7G2L2,29266.7333333333,1073.60155706544,3.66833409399559,0,DIA,37539
A0A2U9PHH4;A0A653FPF5;A0QNV0;I7G2L6,A0A2U9PHH4,19588.1,3039.10605441798,15.5150629944608,0,DIA,37812
A0A2U9PHH4;A0A653FPF5;A0QNV0;I7G2L6,A0A653FPF5,19588.1,3039.10605441798,15.5150629944608,0,DIA,40796
A0A2U9PHH4;A0A653FPF5;A0QNV0;I7G2L6,A0QNV0,19588.1,3039.10605441798,15.5150629944608,0,DIA,47420
A0A2U9PHH4;A0A653FPF5;A0QNV0;I7G2L6,I7G2L6,19588.1,3039.10605441798,15.5150629944608,0,DIA,47420
A0A2U9PHH5;A0A653FN92,A0A2U9PHH5,21294.0666666667,1166.58222313446,5.47843792074063,0,DIA,37812
A0A2U9PHH5;A0A653FN92,A0A653FN92,21294.0666666667,1166.58222313446,5.47843792074063,0,DIA,22836
A0A2U9PHI2;A0A653FPE8;A0QNW0;I7G2M2,A0A2U9PHI2,8646.90666666667,1619.19853002445,18.7257546824966,0,DIA,17505
A0A2U9PHI2;A0A653FPE8;A0QNW0;I7G2M2,A0A653FPE8,8646.90666666667,1619.19853002445,18.7257546824966,0,DIA,17502
A0A2U9PHI2;A0A653FPE8;A0QNW0;I7G2M2,A0QNW0,8646.90666666667,1619.19853002445,18.7257546824966,0,DIA,17396
A0A2U9PHI2;A0A653FPE8;A0QNW0;I7G2M2,I7G2M2,8646.90666666667,1619.19853002445,18.7257546824966,0,DIA,38424
A0A2U9PHI6;A0A653FN82;A0QNT6;I7G1A9,A0A2U9PHI6,14722.5666666667,797.993391785504,5.42020566014647,0,DIA,21302
A0A2U9PHI6;A0A653FN82;A0QNT6;I7G1A9,A0A653FN82,14722.5666666667,797.993391785504,5.42020566014647,0,DIA,24642
A0A2U9PHI6;A0A653FN82;A0QNT6;I7G1A9,A0QNT6,14722.5666666667,797.993391785504,5.42020566014647,0,DIA,17505
A0A2U9PHI6;A0A653FN82;A0QNT6;I7G1A9,I7G1A9,14722.5666666667,797.993391785504,5.42020566014647,0,DIA,38424
A0A2U9PHJ8;A0A653FPY6;A0QNY5;I7FVS3,A0A2U9PHJ8,5735.52666666667,746.008003799781,13.0067916541192,0,DIA,17505
A0A2U9PHJ8;A0A653FPY6;A0QNY5;I7FVS3,A0A653FPY6,5735.52666666667,746.008003799781,13.0067916541192,0,DIA,38153
A0A2U9PHJ8;A0A653FPY6;A0QNY5;I7FVS3,A0QNY5,5735.52666666667,746.008003799781,13.0067916541192,0,DIA,25591
A0A2U9PHJ8;A0A653FPY6;A0QNY5;I7FVS3,I7FVS3,5735.52666666667,746.008003799781,13.0067916541192,0,DIA,21959
A0A2U9PHK1;A0A653FNY9;A0QNY3;I7F4Y1,A0A2U9PHK1,15796.1,424.394545205284,2.68670459926997,0,DIA,25951
A0A2U9PHK1;A0A653FNY9;A0QNY3;I7F4Y1,A0A653FNY9,15796.1,424.394545205284,2.68670459926997,0,DIA,22664
A0A2U9PHK1;A0A653FNY9;A0QNY3;I7F4Y1,A0QNY3,15796.1,424.394545205284,2.68670459926997,0,DIA,25249
A0A2U9PHK1;A0A653FNY9;A0QNY3;I7F4Y1,I7F4Y1,15796.1,424.394545205284,2.68670459926997,0,DIA,21302
A0A2U9PHK2;A0A8B4QK38;A0QNZ2;I7G2N8,A0A2U9PHK2,101517.133333333,4948.3981825772,4.87444633245212,0,DIA,21959
A0A2U9PHK2;A0A8B4QK38;A0QNZ2;I7G2N8,A0A8B4QK38,101517.133333333,4948.3981825772,4.87444633245212,0,DIA,17063
A0A2U9PHK2;A0A8B4QK38;A0QNZ2;I7G2N8,A0QNZ2,101517.133333333,4948.3981825772,4.87444633245212,0,DIA,38424
A0A2U9PHK2;A0A8B4QK38;A0QNZ2;I7G2N8,I7G2N8,101517.133333333,4948.3981825772,4.87444633245212,0,DIA,22878
A0A2U9PHK6;A0A653FNQ4;A0QNY7;I7G2N5,A0A2U9PHK6,12348.7666666667,1306.16427119001,10.5772852176062,0,DIA,15382
A0A2U9PHK6;A0A653FNQ4;A0QNY7;I7G2N5,A0A653FNQ4,12348.7666666667,1306.16427119001,10.5772852176062,0,DIA,17063
A0A2U9PHK6;A0A653FNQ4;A0QNY7;I7G2N5,A0QNY7,12348.7666666667,1306.16427119001,10.5772852176062,0,DIA,9976
A0A2U9PHK6;A0A653FNQ4;A0QNY7;I7G2N5,I7G2N5,12348.7666666667,1306.16427119001,10.5772852176062,0,DIA,9976
A0A2U9PHK7;A0A8B4QKQ2;A0QNZ5;I7FVS9,A0A2U9PHK7,795.822333333333,356.304202417447,44.7718275164575,0,DIA,9976
A0A2U9PHK7;A0A8B4QKQ2;A0QNZ5;I7FVS9,A0A8B4QKQ2,795.822333333333,356.304202417447,44.7718275164575,0,DIA,15410
A0A2U9PHK7;A0A8B4QKQ2;A0QNZ5;I7FVS9,A0QNZ5,795.822333333333,356.304202417447,44.7718275164575,0,DIA,12780
A0A2U9PHK7;A0A8B4QKQ2;A0QNZ5;I7FVS9,I7FVS9,795.822333333333,356.304202417447,44.7718275164575,0,DIA,15410
A0A2U9PHL0;A0A653FNS7;A0QNY8;I7F4Y8,A0A2U9PHL0,70449.8333333333,724.108944381528,1.02783627741943,0,DIA,17063
A0A2U9PHL0;A0A653FNS7;A0QNY8;I7F4Y8,A0A653FNS7,70449.8333333333,724.108944381528,1.02783627741943,0,DIA,25436
A0A2U9PHL0;A0A653FNS7;A0QNY8;I7F4Y8,A0QNY8,70449.8333333333,724.108944381528,1.02783627741943,0,DIA,17195
A0A2U9PHL0;A0A653FNS7;A0QNY8;I7F4Y8,I7F4Y8,70449.8333333333,724.108944381528,1.02783627741943,0,DIA,27055
A0A2U9PHM0;A0A653FNS6;A0QNZ1;I7FCQ2,A0A2U9PHM0,64390.4666666667,2108.2200106567,3.2741182348785,0,DIA,14916
A0A2U9PHM0;A0A653FNS6;A0QNZ1;I7FCQ2,A0A653FNS6,64390.4666666667,2108.2200106567,3.2741182348785,0,DIA,15692
A0A2U9PHM0;A0A653FNS6;A0QNZ1;I7FCQ2,A0QNZ1,64390.4666666667,2108.2200106567,3.2741182348785,0,DIA,47478
A0A2U9PHM0;A0A653FNS6;A0QNZ1;I7FCQ2,I7FCQ2,64390.4666666667,2108.2200106567,3.2741182348785,0,DIA,12780
A0A2U9PHM4;A0A2U9PRN7;A0A653FMW2;A0A8B4QJU3;A0QP03;A0QY11;I7F503;I7FMG8,A0A2U9PHM4,30674.9333333333,518.13444522955,1.68911351688746,0,DIA,15410
A0A2U9PHM4;A0A2U9PRN7;A0A653FMW2;A0A8B4QJU3;A0QP03;A0QY11;I7F503;I7FMG8,A0A2U9PRN7,30674.9333333333,518.13444522955,1.68911351688746,0,DIA,43089
A0A2U9PHM4;A0A2U9PRN7;A0A653FMW2;A0A8B4QJU3;A0QP03;A0QY11;I7F503;I7FMG8,A0A653FMW2,30674.9333333333,518.13444522955,1.68911351688746,0,DIA,13352
A0A2U9PHM4;A0A2U9PRN7;A0A653FMW2;A0A8B4QJU3;A0QP03;A0QY11;I7F503;I7FMG8,A0A8B4QJU3,30674.9333333333,518.13444522955,1.68911351688746,0,DIA,25529
A0A2U9PHM4;A0A2U9PRN7;A0A653FMW2;A0A8B4QJU3;A0QP03;A0QY11;I7F503;I7FMG8,A0QP03,30674.9333333333,518.13444522955,1.68911351688746,0,DIA,15202
A0A2U9PHM4;A0A2U9PRN7;A0A653FMW2;A0A8B4QJU3;A0QP03;A0QY11;I7F503;I7FMG8,A0QY11,30674.9333333333,518.13444522955,1.68911351688746,0,DIA,13003
A0A2U9PHM4;A0A2U9PRN7;A0A653FMW2;A0A8B4QJU3;A0QP03;A0QY11;I7F503;I7FMG8,I7F503,30674.9333333333,518.13444522955,1.68911351688746,0,DIA,17959
A0A2U9PHM4;A0A2U9PRN7;A0A653FMW2;A0A8B4QJU3;A0QP03;A0QY11;I7F503;I7FMG8,I7FMG8,30674.9333333333,518.13444522955,1.68911351688746,0,DIA,23583
A0A2U9PHM6;A0A8B4QKE0;A0QNZ4;I7G1D6,A0A2U9PHM6,27658.5666666667,1064.47651610232,3.8486322481244,0,DIA,44551
A0A2U9PHM6;A0A8B4QKE0;A0QNZ4;I7G1D6,A0A8B4QKE0,27658.5666666667,1064.47651610232,3.8486322481244,0,DIA,84173
A0A2U9PHM6;A0A8B4QKE0;A0QNZ4;I7G1D6,A0QNZ4,27658.5666666667,1064.47651610232,3.8486322481244,0,DIA,15300
A0A2U9PHM6;A0A8B4QKE0;A0QNZ4;I7G1D6,I7G1D6,27658.5666666667,1064.47651610232,3.8486322481244,0,DIA,14974
A0A2U9PHM7;A0A8B4QKN3;A0QP15;I7FVU5,A0A2U9PHM7,108898.333333333,3613.43068749538,3.31816895345388,0,DIA,39480
A0A2U9PHM7;A0A8B4QKN3;A0QP15;I7FVU5,A0A8B4QKN3,108898.333333333,3613.43068749538,3.31816895345388,0,DIA,17993
A0A2U9PHM7;A0A8B4QKN3;A0QP15;I7FVU5,A0QP15,108898.333333333,3613.43068749538,3.31816895345388,0,DIA,17993
A0A2U9PHM7;A0A8B4QKN3;A0QP15;I7FVU5,I7FVU5,108898.333333333,3613.43068749538,3.31816895345388,0,DIA,15300
A0A2U9PHN2;A0A653FQ11;A0QP00;I7FVT3;L0IQR8,A0A2U9PHN2,52984.7666666667,6353.23529969836,11.9906827931645,0,DIA,43089
A0A2U9PHN2;A0A653FQ11;A0QP00;I7FVT3;L0IQR8,A0A653FQ11,52984.7666666667,6353.23529969836,11.9906827931645,0,DIA,47420
A0A2U9PHN2;A0A653FQ11;A0QP00;I7FVT3;L0IQR8,A0QP00,52984.7666666667,6353.23529969836,11.9906827931645,0,DIA,23611
A0A2U9PHN2;A0A653FQ11;A0QP00;I7FVT3;L0IQR8,I7FVT3,52984.7666666667,6353.23529969836,11.9906827931645,0,DIA,42993
A0A2U9PHN2;A0A653FQ11;A0QP00;I7FVT3;L0IQR8,L0IQR8,52984.7666666667,6353.23529969836,11.9906827931645,0,DIA,25529
A0A2U9PHN3;A0A653FK08;A0QP22;I7G2Q8,A0A2U9PHN3,21227.8,1355.30039843571,6.38455420927139,0,DIA,84203
A0A2U9PHN3;A0A653FK08;A0QP22;I7G2Q8,A0A653FK08,21227.8,1355.30039843571,6.38455420927139,0,DIA,39480
A0A2U9PHN3;A0A653FK08;A0QP22;I7G2Q8,A0QP22,21227.8,1355.30039843571,6.38455420927139,0,DIA,17430
A0A2U9PHN3;A0A653FK08;A0QP22;I7G2Q8,I7G2Q8,21227.8,1355.30039843571,6.38455420927139,0,DIA,15300
A0A2U9PHN5;A0A8B4QK26;A0QP17;I7G2Q5,A0A2U9PHN5,16645.2333333333,760.993852362379,4.57184250363395,0,DIA,43089
A0A2U9PHN5;A0A8B4QK26;A0QP17;I7G2Q5,A0A8B4QK26,16645.2333333333,760.993852362379,4.57184250363395,0,DIA,17430
A0A2U9PHN5;A0A8B4QK26;A0QP17;I7G2Q5,A0QP17,16645.2333333333,760.993852362379,4.57184250363395,0,DIA,15664
A0A2U9PHN5;A0A8B4QK26;A0QP17;I7G2Q5,I7G2Q5,16645.2333333333,760.993852362379,4.57184250363395,0,DIA,84173
