"Protein Group","Top","Accession","-10LgP","Coverage(%)","Coverage(%) DDA_300Smeg_D_2","Coverage(%) DDA_300Smeg_D_1","Coverage(%) DDA_300Smeg_D_3","#Peptides","Area DDA_300Smeg_D_2","Area DDA_300Smeg_D_1","Area DDA_300Smeg_D_3","#Unique","#Spec DDA_300Smeg_D_2","#Spec DDA_300Smeg_D_1","#Spec DDA_300Smeg_D_3","PTM","Average Mass","Description"
1324,true,"I7FPA2|I7FPA2_MYCS2",213.81918,41.33,41.33,25.78,19.56,6,6640.204,3729.311,5364.8506,6,9.0,6.0,6.0,"Carbamidomethylation; Oxidation (M)",24111.465,"HAD-superfamily hydrolase subfamily IA, variant 3 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4085 PE=4 SV=1"
2640,true,"A0A2U9PTF3|A0A2U9PTF3_MYCSE",28.714825,1.81,0.00,0.00,1.81,1,,,,1,,,1.0,"",46719.35,"Serine-threonine protein kinase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_041150 PE=4 SV=1"
205,true,"A0A653F9I9|A0A653F9I9_MYCSM",481.5149,66.94,60.33,59.78,61.43,23,81880.98,83008.32,80923.125,23,46.0,47.0,59.0,"Oxidation (M); Carbamidomethylation",39299.555,"Inositol 1-phosphate synthase OS=Mycolicibacterium smegmatis OX=1772 GN=ino1 PE=3 SV=1"
1221,true,"A0R6M5|A0R6M5_MYCS2",169.47275,25.51,19.42,10.43,22.03,6,2048.959,2920.5298,3059.682,6,7.0,5.0,8.0,"Oxidation (M)",37331.883,"Oxidoreductase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_6602 PE=4 SV=1"
1651,true,"A0R028|A0R028_MYCS2",189.38432,21.21,15.15,21.21,9.09,4,5578.157,1152.8578,3754.8704,4,7.0,7.0,5.0,"Oxidation (M)",24689.184,"LppM protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4239 PE=4 SV=1"
43,true,"I7FRX4|I7FRX4_MYCS2",585.7494,89.88,88.15,89.88,89.88,32,766563.1,733527.06,793191.25,27,209.0,228.0,244.0,"Oxidation (M); Carbamidomethylation",42591.207,"Acetyl-CoA acetyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=fadA3 PE=3 SV=1"
488,true,"A0QQH7|PURA_MYCS2",352.6297,35.96,35.50,31.09,35.96,12,59689.95,45475.22,50327.934,12,36.0,30.0,33.0,"Carbamidomethylation; Oxidation (M)",46338.812,"Adenylosuccinate synthetase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=purA PE=1 SV=1"
1510,false,"A0A653FI42|A0A653FI42_MYCSM",129.31934,12.54,6.71,6.71,12.54,3,1725.8331,2094.3926,774.8557,3,3.0,2.0,6.0,"Oxidation (M)",37236.47,"Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_03673 PE=4 SV=1"
325,true,"A0QYP9|A0QYP9_MYCS2",364.1312,42.46,40.34,33.55,35.67,18,30704.385,24262.07,35492.285,18,33.0,30.0,36.0,"Oxidation (M)",51134.13,"GTPase Der OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=der PE=3 SV=1"
2507,true,"A0QNS6|A0QNS6_MYCS2",53.841057,5.26,5.26,5.26,5.26,1,1010.23627,,876.5253,1,1.0,1.0,1.0,"",22895.002,"Transcriptional regulator, TetR family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0148 PE=4 SV=1"
1601,true,"A0A2U9PH43|A0A2U9PH43_MYCSE",202.34148,38.71,38.71,38.71,28.39,4,5581.5737,6036.6797,4697.6123,4,5.0,4.0,3.0,"",17125.049,"FHA domain protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_000330 PE=4 SV=1"
1463,true,"I7F5N2|I7F5N2_MYCS2",175.44963,19.73,16.67,16.67,19.73,5,8405.505,7037.265,3997.3828,5,10.0,6.0,6.0,"Oxidation (M)",31247.295,"Urea amidolyase related protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_0424 PE=4 SV=1"
1670,true,"I7FDK3|I7FDK3_MYCS2",203.03424,29.27,29.27,29.27,19.51,4,14954.56,13288.654,12689.358,4,7.0,11.0,6.0,"Carbamidomethylation; Oxidation (M)",21506.348,"Imidazole glycerol phosphate synthase subunit HisH OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=hisH PE=3 SV=1"
428,false,"A0R084|A0R084_MYCS2",65.28115,1.80,1.80,1.80,1.80,1,4446.8604,4084.1865,4410.821,1,1.0,4.0,1.0,"",52844.42,"Hydrolase, alpha/beta fold family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4295 PE=4 SV=1"
556,false,"L0J177|L0J177_9MYCO",147.55229,12.37,11.05,12.37,6.32,6,6173.421,15929.719,6588.9155,6,4.0,9.0,5.0,"Oxidation (M); Carbamidomethylation",40238.31,"Chaperone protein DnaJ OS=Mycobacterium sp. JS623 OX=212767 GN=dnaJ PE=3 SV=1"
963,true,"A0R064|A0R064_MYCS2",286.27216,37.32,23.93,30.48,18.23,8,8576.095,12017.172,8242.948,8,8.0,12.0,6.0,"Oxidation (M)",35726.56,"Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=cobT PE=3 SV=1"
2743,true,"I7GBU5|I7GBU5_MYCS2",44.578136,3.61,3.61,0.00,0.00,1,2543.0603,,,1,1.0,,,"",30211.56,"SURF1-like protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4209 PE=3 SV=1"
2253,true,"A0A653FNI2|A0A653FNI2_MYCSM",124.64391,18.29,18.29,12.00,0.00,2,2555.7354,2221.304,,2,2.0,1.0,,"",18859.182,"ESX-1 secretion-associated protein EspD OS=Mycolicibacterium smegmatis OX=1772 GN=espD_4 PE=4 SV=1"
1997,true,"I7FY24|I7FY24_MYCS2",112.48856,6.17,4.54,3.81,6.17,3,398.4339,217.36649,1137.5767,3,3.0,3.0,5.0,"Oxidation (M)",59821.047,"Acyl-CoA dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=fadE8 PE=3 SV=1"
1092,true,"A0A653F9R2|A0A653F9R2_MYCSM",229.71667,22.02,19.55,8.99,17.75,7,3455.1497,3821.518,4977.9634,7,6.0,4.0,8.0,"Oxidation (M)",47470.992,"Deferrochelatase OS=Mycolicibacterium smegmatis OX=1772 GN=efeN_1 PE=3 SV=1"
1747,true,"A0A2U9PTP1|A0A2U9PTP1_MYCSE",192.34996,25.00,25.00,19.37,19.37,4,4495.1396,3633.794,3856.4016,4,6.0,4.0,4.0,"Oxidation (M)",29923.562,"Pyridoxal phosphate homeostasis protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_041380 PE=3 SV=1"
62,true,"A0A2U9PXS3|A0A2U9PXS3_MYCSE",569.76416,79.94,79.04,72.75,72.75,28,1114357.1,1247216.5,1112558.9,28,215.0,265.0,237.0,"Carbamidomethylation; Oxidation (M)",38454.37,"Fatty acid desaturase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_056700 PE=3 SV=1"
1879,true,"A0QP21|A0QP21_MYCS2",101.47802,18.70,0.00,18.70,9.76,3,,1408.1965,1071.7086,3,,3.0,2.0,"Carbamidomethylation; Oxidation (M)",26981.705,"Two component response transcriptional regulatory protein prra OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0244 PE=4 SV=1"
2636,true,"A0QYW0|A0QYW0_MYCS2",66.02788,3.30,3.30,3.30,3.30,1,276.3334,663.8933,284.52313,1,1.0,1.0,1.0,"",43643.46,"Winged helix DNA-binding domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3806 PE=4 SV=1"
555,true,"A0R3E3|A0R3E3_MYCS2",358.2318,34.97,25.84,32.74,29.84,13,16904.885,11582.682,15057.545,13,23.0,29.0,23.0,"Oxidation (M); Carbamidomethylation",48594.805,"Glutamate dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5442 PE=3 SV=1"
2279,true,"A0QR68|A0QR68_MYCS2",62.1416,8.49,0.00,4.06,8.49,2,,,48.289352,2,,1.0,2.0,"",28806.592,"Methyltransferase type 11 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1005 PE=4 SV=1"
1284,true,"A0QTR6|A0QTR6_MYCS2",188.14055,21.13,16.90,0.00,13.38,6,5317.5205,,990.53394,6,6.0,,4.0,"",30775.252,"Aminoglycoside phosphotransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1938 PE=4 SV=1"
244,true,"A0A2U9PKD7|A0A2U9PKD7_MYCSE",465.1505,75.25,58.17,62.13,67.57,21,74417.32,74687.72,81366.49,21,55.0,60.0,58.0,"Oxidation (M); Carbamidomethylation",42532.46,"N-carbamoyl-L-amino acid hydrolase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_011680 PE=3 SV=1"
208,true,"A0A2U9PXL5|A0A2U9PXL5_MYCSE",431.46042,64.55,62.42,62.42,55.76,20,213593.16,185382.5,222928.78,20,62.0,70.0,64.0,"Oxidation (M); Carbamidomethylation",36682.402,"Luciferase-like domain-containing protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_056030 PE=4 SV=1"
1881,true,"A0A2U9PNW8|A0A2U9PNW8_MYCSE",142.82657,11.63,11.63,7.24,7.24,3,6468.6313,6100.2607,5363.749,3,4.0,4.0,4.0,"Carbamidomethylation",41454.254,"Lactate 2-monooxygenase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_024730 PE=3 SV=1"
1130,true,"A0A8B4R212|A0A8B4R212_MYCSM",303.4918,30.30,20.08,30.30,25.00,7,7158.411,5086.6895,7788.7495,6,11.0,11.0,12.0,"Oxidation (M); Carbamidomethylation",27923.805,"Enoyl-CoA hydratase, EchA1_1 OS=Mycolicibacterium smegmatis OX=1772 GN=caiD_4 PE=3 SV=1"
2628,true,"A0A2U9PP81|A0A2U9PP81_MYCSE",66.30663,7.34,7.34,0.00,0.00,1,148.78658,,,1,1.0,,,"",22997.123,"Uncharacterized protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_025470 PE=4 SV=1"
900,true,"A0A8B4R7N1|A0A8B4R7N1_MYCSM",292.41394,45.26,45.26,39.42,45.26,9,108224.66,106975.555,81213.734,9,26.0,26.0,24.0,"Carbamidomethylation",15458.356,"peptide-methionine (R)-S-oxide reductase OS=Mycolicibacterium smegmatis OX=1772 GN=msrB_2 PE=4 SV=1"
2590,true,"I7F7Y5|I7F7Y5_MYCS2",32.49205,0.66,0.00,0.00,0.66,1,,,1068.5925,1,,,1.0,"",182749.19,"DEAD/DEAH box helicase-like protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_1219 PE=4 SV=1"
927,true,"A0R4S8|A0R4S8_MYCS2",284.90588,31.80,29.12,26.44,29.12,8,12995.9375,9244.173,13489.516,8,12.0,10.0,8.0,"Carbamidomethylation; Oxidation (M)",28028.674,"2-keto-4-pentenoate hydratase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5940 PE=4 SV=1"
485,true,"A0A2U9PZ50|A0A2U9PZ50_MYCSE",390.74408,42.32,34.75,34.99,39.72,14,15592.571,23402.723,22035.686,14,22.0,22.0,28.0,"Carbamidomethylation; Oxidation (M)",46277.016,"Alcohol dehydrogenase, iron-containing OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_061380 PE=4 SV=1"
169,true,"I7G610|I7G610_MYCS2",467.82016,50.58,49.42,46.15,50.58,25,130908.93,138075.12,130966.77,25,46.0,61.0,55.0,"Carbamidomethylation; Oxidation (M)",55815.035,"GMP synthase [glutamine-hydrolyzing] OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=guaA PE=3 SV=1"
435,true,"I7F763|I7F763_MYCS2",427.02664,63.99,63.99,63.99,63.99,15,109892.98,108553.695,117890.7,15,46.0,43.0,53.0,"Oxidation (M)",28989.066,"Pyrroline-5-carboxylate reductase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=proC PE=3 SV=1"
1151,true,"A0A653FJB7|A0A653FJB7_MYCSM",185.9846,11.33,9.90,8.20,6.12,7,695.89197,475.48773,356.5591,7,8.0,6.0,4.0,"Oxidation (M)",81946.47,"Carbon starvation protein A OS=Mycolicibacterium smegmatis OX=1772 GN=cstA PE=3 SV=1"
1610,true,"A0A2U9PZA1|A0A2U9PZA1_MYCSE",205.19751,59.80,59.80,50.98,59.80,4,3030.7356,1622.052,2552.1357,4,5.0,7.0,7.0,"Oxidation (M)",10335.759,"Nucleoid-associated protein D806_061740 OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_061740 PE=3 SV=1"
589,true,"A0A8B4QMB8|A0A8B4QMB8_MYCSM",325.478,61.14,61.14,61.14,59.43,13,154930.64,160237.08,97025.266,13,39.0,38.0,35.0,"Oxidation (M)",18944.242,"Bacterial proteasome activator OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_02623 PE=3 SV=1"
1385,true,"A0A2U9PNW1|A0A2U9PNW1_MYCSE",268.7069,56.25,56.25,56.25,41.96,5,11054.84,11451.597,10032.285,5,12.0,11.0,10.0,"Oxidation (M)",12115.919,"Nitrogen regulatory protein P-II OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_023990 PE=3 SV=1"
879,true,"L0J011|L0J011_9MYCO",323.71036,16.32,15.69,16.11,14.44,8,783.1463,625.2634,,1,30.0,23.0,22.0,"Oxidation (M); Carbamidomethylation",53472.844,"Glutamine synthetase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_03925 PE=3 SV=1"
2158,true,"I7FLX8|I7FLX8_MYCS2",102.90217,11.48,11.48,0.00,0.00,2,800.03503,,,2,5.0,,,"Oxidation (M)",27561.172,"GntR-family transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_3265 PE=4 SV=1"
2109,true,"Q683R9|Q683R9_MYCPH",146.35626,12.32,12.32,12.32,12.32,2,34210.01,38673.207,45436.75,2,8.0,7.0,7.0,"Oxidation (M)",22117.822,"Porin OS=Mycolicibacterium phlei OX=1771 GN=porM PE=4 SV=1"
645,true,"A0A653FEZ4|A0A653FEZ4_MYCSM",375.67935,65.99,56.46,63.95,56.46,11,316528.03,288630.38,299289.3,11,78.0,76.0,80.0,"Oxidation (M)",16118.659,"50S ribosomal protein L13 OS=Mycolicibacterium smegmatis OX=1772 GN=rplM PE=1 SV=1"
2690,true,"I7G3G6|I7G3G6_MYCS2",29.448336,3.47,0.00,0.00,3.47,1,,,,1,,,1.0,"",33444.445,"LysR family transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_0528 PE=3 SV=1"
1972,true,"A0R6V5|A0R6V5_MYCS2",150.88173,8.67,6.00,5.56,6.00,3,2657.707,1222.2592,743.54315,3,4.0,3.0,4.0,"",47019.54,"4-aminobutyrate transaminase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=gabT PE=3 SV=1"
1187,false,"I7FUR9|I7FUR9_MYCS2",216.09338,10.39,8.68,8.68,6.67,6,5187.282,7662.232,7106.7666,6,11.0,5.0,4.0,"",70496.25,"Conserved transmembrane protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6232 PE=4 SV=1"
1716,true,"A0R7C9|A0R7C9_MYCS2",175.1748,21.96,14.90,16.86,9.80,4,588.054,368.71588,757.1983,4,3.0,5.0,2.0,"",28208.06,"Class II aldolase/adducin domain protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_6863 PE=4 SV=1"
201,false,"A0A8B4R7Y4|A0A8B4R7Y4_MYCSM",335.6025,43.82,42.23,42.23,43.82,11,62777.387,58008.57,63642.08,10,27.0,21.0,23.0,"Oxidation (M)",28125.879,"Glucose-6-phosphate 1-dehydrogenase OS=Mycolicibacterium smegmatis OX=1772 GN=zwf_3 PE=4 SV=1"
1090,true,"I7FF63|I7FF63_MYCS2",300.55722,42.65,41.67,31.86,42.65,7,19885.21,21783.75,20746.738,7,15.0,11.0,14.0,"Oxidation (M)",22734.791,"Pyridoxamine 5'-phosphate oxidase-related FMN-binding protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_1028 PE=4 SV=1"
757,true,"A0QPN0|A0QPN0_MYCS2",299.35495,29.68,22.53,26.11,13.68,10,6986.9775,3776.051,3675.1592,10,10.0,14.0,9.0,"Oxidation (M); Carbamidomethylation",50105.67,"Aldehyde dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0455 PE=4 SV=1"
843,false,"I7FV53|I7FV53_MYCS2",266.79654,26.05,26.05,26.05,26.05,8,77457.25,51136.875,53608.17,8,19.0,21.0,22.0,"Oxidation (M)",47527.836,"Integral membrane protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6392 PE=4 SV=1"
677,true,"A0A2U9PU95|A0A2U9PU95_MYCSE",284.3123,7.92,3.57,5.50,6.49,11,,,15940.484,1,9.0,10.0,11.0,"",197636.64,"Phenyloxazoline synthase MbtB OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_043890 PE=3 SV=1"
1954,true,"A0QVT6|A0QVT6_MYCS2",91.334625,3.56,3.56,0.00,2.38,3,1492.811,,4683.331,3,3.0,,3.0,"",99229.37,"DNA translocase FtsK OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2690 PE=3 SV=1"
500,true,"A0A8B4QFZ8|A0A8B4QFZ8_MYCSM",363.3541,29.33,23.16,21.27,20.75,14,5873.4355,3069.1213,9869.52,14,13.0,17.0,17.0,"Carbamidomethylation; Oxidation (M)",64129.66,"Transcriptional regulator OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_00211 PE=4 SV=1"
529,false,"L0J512|L0J512_9MYCO",117.360374,5.86,5.86,4.26,4.26,3,9205.225,3342.9712,5046.1733,3,3.0,2.0,2.0,"Oxidation (M)",60700.008,"Succinate dehydrogenase/fumarate reductase flavoprotein subunit OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_05774 PE=4 SV=1"
1141,false,"A0A8B4QNT1|A0A8B4QNT1_MYCSM",308.7097,62.39,62.39,62.39,62.39,5,16097.898,10327.513,14916.021,5,14.0,12.0,19.0,"Oxidation (M)",12362.087,"Cupin OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_03264 PE=4 SV=1"
45,true,"A0QYG9|SECA2_MYCS2",530.9104,57.65,52.17,52.68,49.62,42,161527.16,172372.92,188083.75,42,82.0,96.0,87.0,"Oxidation (M); Carbamidomethylation",85424.375,"Protein translocase subunit SecA 2 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=secA2 PE=1 SV=1"
2590,true,"A0A8B4QH72|A0A8B4QH72_MYCSM",32.49205,0.66,0.00,0.00,0.66,1,,,1068.5925,1,,,1.0,"",182749.19,"DEAD/DEAH box helicase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_00892 PE=4 SV=1"
2204,true,"I7FHG9|I7FHG9_MYCS2",144.54527,19.35,19.35,19.35,19.35,2,7801.0938,9582.76,7298.908,2,9.0,9.0,6.0,"",16474.383,"LppP OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=lppP PE=4 SV=1"
1927,true,"A0A2U9PMK8|A0A2U9PMK8_MYCSE",120.35451,8.70,6.14,2.05,2.56,3,,,711.563,3,3.0,1.0,3.0,"",42726.555,"Monooxygenase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_019650 PE=4 SV=1"
1821,true,"P00698|LYSC_CHICK",200.46114,25.17,25.17,25.17,25.17,3,4786.7793,3914.0896,5299.985,3,6.0,6.0,7.0,"",16238.643,"Lysozyme C OS=Gallus gallus OX=9031 GN=LYZ PE=1 SV=1"
960,true,"A0R477|A0R477_MYCS2",296.4839,31.37,31.37,31.37,31.37,8,130244.78,7088.4834,121262.16,8,19.0,15.0,22.0,"Oxidation (M)",32301.816,"Monooxygenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5732 PE=4 SV=1"
276,false,"L0IYW4|L0IYW4_9MYCO",330.37088,36.62,36.62,36.62,36.38,16,46568.05,33712.03,36654.33,16,34.0,29.0,32.0,"Oxidation (M); Carbamidomethylation",46725.637,"ATP-dependent Clp protease ATP-binding subunit ClpX OS=Mycobacterium sp. JS623 OX=212767 GN=clpX PE=3 SV=1"
1698,false,"A0A2U9PZE1|A0A2U9PZE1_MYCSE",92.99109,9.23,9.23,5.85,9.23,2,915.3264,,5034.6035,2,3.0,2.0,2.0,"Oxidation (M)",33459.418,"Quinone oxidoreductase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_062480 PE=4 SV=1"
2699,true,"A0QY55|A0QY55_MYCS2",76.06248,28.77,0.00,0.00,28.77,1,,,,1,,,1.0,"",8074.6123,"Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3540 PE=4 SV=1"
693,false,"A0A2U9PLQ8|A0A2U9PLQ8_MYCSE",389.46484,28.31,23.90,28.31,23.90,9,98332.8,104645.984,65599.63,9,20.0,27.0,21.0,"Carbamidomethylation; Oxidation (M)",47210.62,"Primosomal protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_017000 PE=4 SV=1"
2058,false,"A0A8B4R0L3|A0A8B4R0L3_MYCSM",82.3076,9.09,0.00,3.15,9.09,2,,,819.1196,2,,1.0,4.0,"",31956.643,"Transposase IS4 family protein OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_01998 PE=4 SV=1"
1685,true,"A0R471|A0R471_MYCS2",118.16699,13.83,11.36,13.83,2.47,4,662.0913,199.99208,,4,4.0,5.0,1.0,"",43439.867,"HpcH/HpaI aldolase/citrate lyase domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5726 PE=4 SV=1"
97,false,"A0A8B4QIT6|A0A8B4QIT6_MYCSM",55.38951,1.65,1.65,1.65,1.65,1,13805.574,12092.438,13319.454,1,1.0,2.0,1.0,"",49982.42,"Succinate semialdehyde dehydrogenase OS=Mycolicibacterium smegmatis OX=1772 GN=gabD_2 PE=3 SV=1"
2772,true,"A0R0V9|A0R0V9_MYCS2",93.3183,4.62,0.00,4.62,4.62,1,,,,1,,1.0,1.0,"Oxidation (M)",41511.566,"Heme chaperone HemW OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4525 PE=3 SV=1"
2604,true,"A0QRT0|A0QRT0_MYCS2",101.73465,5.15,5.15,5.15,5.15,1,2245.2576,2990.625,2636.1628,1,1.0,1.0,2.0,"",31710.264,"Sulfatase-modifying factor 1 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1226 PE=4 SV=1"
1842,true,"A0A653FM35|A0A653FM35_MYCSM",168.87311,17.54,17.54,5.96,5.96,3,1306.7483,438.52698,293.25974,3,4.0,2.0,4.0,"Oxidation (M)",29382.432,"Dihydropteroate synthase OS=Mycolicibacterium smegmatis OX=1772 GN=folP1 PE=3 SV=1"
2477,true,"A0A2U9PP58|A0A2U9PP58_MYCSE",44.073513,6.99,6.99,0.00,0.00,1,154.18996,,,1,1.0,,,"",15413.393,"MarR family protein transcriptional regulatory protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_024460 PE=4 SV=1"
1652,true,"I7FV77|I7FV77_MYCS2",238.23352,18.52,18.52,18.52,18.52,4,581.83545,3590.7188,3007.6523,4,6.0,4.0,7.0,"",33521.582,"Glutamine ABC transporter, glutamine-binding periplasmic protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6417 PE=3 SV=1"
1694,true,"A0A8B4R1M6|A0A8B4R1M6_MYCSM",155.07596,15.93,12.98,6.78,9.73,4,896.3021,1392.1847,9659.903,4,4.0,4.0,4.0,"Carbamidomethylation; Oxidation (M)",33939.586,"Peptidase S58 DmpA OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_04055 PE=3 SV=1"
1402,true,"A0A8B4R7N9|A0A8B4R7N9_MYCSM",169.41724,23.75,23.75,13.79,13.79,5,1871.0989,471.20184,982.24817,5,9.0,5.0,7.0,"Oxidation (M)",27460.164,"Short-chain dehydrogenase OS=Mycolicibacterium smegmatis OX=1772 GN=kduD_3 PE=4 SV=1"
577,false,"A0A2U9PM59|A0A2U9PM59_MYCSE",314.2696,32.90,28.76,30.57,31.09,10,66179.67,91536.69,65081.97,10,26.0,27.0,32.0,"Oxidation (M); Carbamidomethylation",43747.812,"Fatty acid desaturase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_017410 PE=4 SV=1"
2209,true,"A0A8B4R6M3|A0A8B4R6M3_MYCSM",200.89467,10.15,10.15,10.15,10.15,2,19976.822,21779.812,21283.148,2,10.0,7.0,7.0,"Oxidation (M)",36706.38,"Secreted antigen 85-C FbpC OS=Mycolicibacterium smegmatis OX=1772 GN=fbpC_3 PE=4 SV=1"
1904,true,"A0A8B4R3T6|A0A8B4R3T6_MYCSM",122.5504,11.60,6.58,6.58,8.46,3,8429.747,2987.8862,3027.194,3,2.0,2.0,2.0,"Oxidation (M)",33358.12,"DNA polymerase III subunit delta OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_04370 PE=4 SV=1"
1887,true,"A0A8B4R1M9|A0A8B4R1M9_MYCSM",114.29715,17.05,4.65,17.05,0.00,3,163.7802,273.7409,,3,1.0,3.0,,"",28165.266,"Beta-1,3-glucanase OS=Mycolicibacterium smegmatis OX=1772 GN=glcA_2 PE=4 SV=1"
2636,true,"A0A8B4R5E5|A0A8B4R5E5_MYCSM",66.02788,3.30,3.30,3.30,3.30,1,276.3334,663.8933,284.52313,1,1.0,1.0,1.0,"",43643.46,"Protein of uncharacterized function (DUF1006) OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_05101 PE=4 SV=1"
682,false,"L0J7D4|L0J7D4_9MYCO",122.35428,7.54,3.28,7.54,3.28,3,5782.173,4279.775,5055.953,3,2.0,4.0,3.0,"",32954.98,"Citrate lyase beta subunit OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_06391 PE=4 SV=1"
